boss_id,模式,内容,等级,目标层,Boss类型,Boss类型中文,移动类型,移动类型中文,Boss标识,QuestBoss名称,QuestBoss名称Key,图标标识,HP,护盾,防御,移速,缩放值,掉落金币,掉落魔力石,首次定位,定位样本,定位数量,自定义参数_原始,自定义参数数量,自定义参数1,自定义参数2,自定义参数3,自定义参数4,自定义参数5,自定义参数6
50023,Normal,TempleRaid,23,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,17634000,11756000,0,1.1,0,400,100,神殿波次 | 内容:TempleRaid | 等级:23 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:23 | Boss:1,1,0,0,,,,,,
50024,Normal,TempleRaid,24,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,27330000,18220000,0,1.1,0,400,100,神殿波次 | 内容:TempleRaid | 等级:24 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:24 | Boss:1,1,0,0,,,,,,
50025,Normal,TempleRaid,25,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,42360000,28240000,0,1.1,0,400,100,神殿波次 | 内容:TempleRaid | 等级:25 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:25 | Boss:1,1,0,0,,,,,,
50026,Normal,TempleRaid,26,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,65658000,43772000,0,1.1,0,400,100,神殿波次 | 内容:TempleRaid | 等级:26 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:26 | Boss:1,1,0,0,,,,,,
50027,Normal,TempleRaid,27,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,101772000,67848000,0,1.1,0,400,100,神殿波次 | 内容:TempleRaid | 等级:27 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:27 | Boss:1,1,0,0,,,,,,
50028,Normal,TempleRaid,28,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,157746000,105164000,0,1.1,0,400,100,神殿波次 | 内容:TempleRaid | 等级:28 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:28 | Boss:1,1,0,0,,,,,,
50029,Normal,TempleRaid,29,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,244506000,163004000,0,1.1,0,400,100,神殿波次 | 内容:TempleRaid | 等级:29 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:29 | Boss:1,1,0,0,,,,,,
50030,Normal,TempleRaid,30,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,378984000,252656000,0,1.1,0,400,100,神殿波次 | 内容:TempleRaid | 等级:30 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:30 | Boss:1,1,0,0,,,,,,
50031,Normal,TempleRaid,31,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,457940000,457940000,0,1.15,0,500,100,神殿波次 | 内容:TempleRaid | 等级:31 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:31 | Boss:1,1,0,0,,,,,,
50032,Normal,TempleRaid,32,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,664015000,664015000,0,1.15,0,500,100,神殿波次 | 内容:TempleRaid | 等级:32 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:32 | Boss:1,1,0,0,,,,,,
50033,Normal,TempleRaid,33,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,962820000,962820000,0,1.15,0,500,100,神殿波次 | 内容:TempleRaid | 等级:33 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:33 | Boss:1,1,0,0,,,,,,
50034,Normal,TempleRaid,34,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,1396090000,1396090000,0,1.15,0,500,100,神殿波次 | 内容:TempleRaid | 等级:34 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:34 | Boss:1,1,0,0,,,,,,
50035,Normal,TempleRaid,35,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,2024330000,2024330000,0,1.15,0,500,100,神殿波次 | 内容:TempleRaid | 等级:35 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:35 | Boss:1,1,0,0,,,,,,
50036,Normal,TempleRaid,36,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,2935280000,2935280000,0,1.15,0,500,100,神殿波次 | 内容:TempleRaid | 等级:36 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:36 | Boss:1,1,0,0,,,,,,
50037,Normal,TempleRaid,37,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,4256155000,4256155000,0,1.15,0,500,100,神殿波次 | 内容:TempleRaid | 等级:37 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:37 | Boss:1,1,0,0,,,,,,
50038,Normal,TempleRaid,38,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,6171425000,6171425000,0,1.15,0,500,100,神殿波次 | 内容:TempleRaid | 等级:38 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:38 | Boss:1,1,0,0,,,,,,
50039,Normal,TempleRaid,39,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,8948565000,8948565000,0,1.15,0,500,100,神殿波次 | 内容:TempleRaid | 等级:39 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:39 | Boss:1,1,0,0,,,,,,
50040,Normal,TempleRaid,40,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,12975420000,12975420000,0,1.15,0,500,100,神殿波次 | 内容:TempleRaid | 等级:40 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:40 | Boss:1,1,0,0,,,,,,
50041,Normal,TempleRaid,41,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,11729780000,17594670000,0,1.2,0,500,150,神殿波次 | 内容:TempleRaid | 等级:41 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:41 | Boss:1,1,0,0,,,,,,
50042,Normal,TempleRaid,42,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,13254652000,19881978000,0,1.2,0,500,150,神殿波次 | 内容:TempleRaid | 等级:42 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:42 | Boss:1,1,0,0,,,,,,
50043,Normal,TempleRaid,43,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,14977756000,22466634000,0,1.2,0,500,150,神殿波次 | 内容:TempleRaid | 等级:43 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:43 | Boss:1,1,0,0,,,,,,
50044,Normal,TempleRaid,44,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,16924864000,25387296000,0,1.2,0,500,150,神殿波次 | 内容:TempleRaid | 等级:44 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:44 | Boss:1,1,0,0,,,,,,
50045,Normal,TempleRaid,45,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,19125096000,28687644000,0,1.2,0,500,150,神殿波次 | 内容:TempleRaid | 等级:45 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:45 | Boss:1,1,0,0,,,,,,
50046,Normal,TempleRaid,46,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,21611360000,32417040000,0,1.2,0,500,150,神殿波次 | 内容:TempleRaid | 等级:46 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:46 | Boss:1,1,0,0,,,,,,
50047,Normal,TempleRaid,47,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,24420836000,36631254000,0,1.2,0,500,150,神殿波次 | 内容:TempleRaid | 等级:47 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:47 | Boss:1,1,0,0,,,,,,
50048,Normal,TempleRaid,48,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,27595544000,41393316000,0,1.2,0,500,150,神殿波次 | 内容:TempleRaid | 等级:48 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:48 | Boss:1,1,0,0,,,,,,
50049,Normal,TempleRaid,49,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,31182964000,46774446000,0,1.2,0,500,150,神殿波次 | 内容:TempleRaid | 等级:49 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:49 | Boss:1,1,0,0,,,,,,
50050,Normal,TempleRaid,50,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,35236748000,52855122000,0,1.2,0,500,150,神殿波次 | 内容:TempleRaid | 等级:50 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:50 | Boss:1,1,0,0,,,,,,
50051,Normal,TempleRaid,51,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,29070318000,67830742000,0,1.25,0,500,150,神殿波次 | 内容:TempleRaid | 等级:51 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:51 | Boss:1,1,0,0,,,,,,
50052,Normal,TempleRaid,52,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,31977351000,74613819000,0,1.25,0,500,150,神殿波次 | 内容:TempleRaid | 等级:52 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:52 | Boss:1,1,0,0,,,,,,
50053,Normal,TempleRaid,53,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,35175087000,82075203000,0,1.25,0,500,150,神殿波次 | 内容:TempleRaid | 等级:53 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:53 | Boss:1,1,0,0,,,,,,
50054,Normal,TempleRaid,54,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,38692596000,90282724000,0,1.25,0,500,150,神殿波次 | 内容:TempleRaid | 等级:54 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:54 | Boss:1,1,0,0,,,,,,
50055,Normal,TempleRaid,55,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,42561855000,99310995000,0,1.25,0,500,150,神殿波次 | 内容:TempleRaid | 等级:55 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:55 | Boss:1,1,0,0,,,,,,
50056,Normal,TempleRaid,56,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,46818042000,109242098000,0,1.25,0,500,150,神殿波次 | 内容:TempleRaid | 等级:56 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:56 | Boss:1,1,0,0,,,,,,
50057,Normal,TempleRaid,57,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,51499845000,120166305000,0,1.25,0,500,150,神殿波次 | 内容:TempleRaid | 等级:57 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:57 | Boss:1,1,0,0,,,,,,
50058,Normal,TempleRaid,58,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,56649831000,132182939000,0,1.25,0,500,150,神殿波次 | 内容:TempleRaid | 等级:58 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:58 | Boss:1,1,0,0,,,,,,
50059,Normal,TempleRaid,59,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,62314815000,145401235000,0,1.25,0,500,150,神殿波次 | 内容:TempleRaid | 等级:59 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:59 | Boss:1,1,0,0,,,,,,
50060,Normal,TempleRaid,60,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,68546298000,159941362000,0,1.25,0,500,150,神殿波次 | 内容:TempleRaid | 等级:60 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:60 | Boss:1,1,0,0,,,,,,
50061,Normal,TempleRaid,61,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,47982408000,191929632000,0,1.3,0,500,200,神殿波次 | 内容:TempleRaid | 等级:61 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:61 | Boss:1,1,0,0,,,,,,
50062,Normal,TempleRaid,62,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,50381528000,201526112000,0,1.3,0,500,200,神殿波次 | 内容:TempleRaid | 等级:62 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:62 | Boss:1,1,0,0,,,,,,
50063,Normal,TempleRaid,63,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,52900604000,211602416000,0,1.3,0,500,200,神殿波次 | 内容:TempleRaid | 等级:63 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:63 | Boss:1,1,0,0,,,,,,
50064,Normal,TempleRaid,64,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,55545634000,222182536000,0,1.3,0,500,200,神殿波次 | 内容:TempleRaid | 等级:64 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:64 | Boss:1,1,0,0,,,,,,
50065,Normal,TempleRaid,65,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,58322916000,233291664000,0,1.3,0,500,200,神殿波次 | 内容:TempleRaid | 等级:65 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:65 | Boss:1,1,0,0,,,,,,
50066,Normal,TempleRaid,66,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,61239062000,244956248000,0,1.3,0,500,200,神殿波次 | 内容:TempleRaid | 等级:66 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:66 | Boss:1,1,0,0,,,,,,
50067,Normal,TempleRaid,67,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,64301016000,257204064000,0,1.3,0,500,200,神殿波次 | 内容:TempleRaid | 等级:67 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:67 | Boss:1,1,0,0,,,,,,
50068,Normal,TempleRaid,68,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,67516066000,270064264000,0,1.3,0,500,200,神殿波次 | 内容:TempleRaid | 等级:68 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:68 | Boss:1,1,0,0,,,,,,
50069,Normal,TempleRaid,69,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,70891870000,283567480000,0,1.3,0,500,200,神殿波次 | 内容:TempleRaid | 等级:69 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:69 | Boss:1,1,0,0,,,,,,
50070,Normal,TempleRaid,70,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,74436464000,297745856000,0,1.3,0,500,200,神殿波次 | 内容:TempleRaid | 等级:70 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:70 | Boss:1,1,0,0,,,,,,
50071,Normal,TempleRaid,71,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,37590414000,338313726000,0,1.35,0,500,200,神殿波次 | 内容:TempleRaid | 等级:71 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:71 | Boss:1,1,0,0,,,,,,
50072,Normal,TempleRaid,72,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,37966318000,341696862000,0,1.35,0,500,200,神殿波次 | 内容:TempleRaid | 等级:72 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:72 | Boss:1,1,0,0,,,,,,
50073,Normal,TempleRaid,73,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,38345981000,345113829000,0,1.35,0,500,200,神殿波次 | 内容:TempleRaid | 等级:73 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:73 | Boss:1,1,0,0,,,,,,
50074,Normal,TempleRaid,74,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,38729441000,348564969000,0,1.35,0,500,200,神殿波次 | 内容:TempleRaid | 等级:74 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:74 | Boss:1,1,0,0,,,,,,
50075,Normal,TempleRaid,75,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,39116735000,352050615000,0,1.35,0,500,200,神殿波次 | 内容:TempleRaid | 等级:75 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:75 | Boss:1,1,0,0,,,,,,
50076,Normal,TempleRaid,76,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,39507902000,355571118000,0,1.35,0,500,200,神殿波次 | 内容:TempleRaid | 等级:76 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:76 | Boss:1,1,0,0,,,,,,
50077,Normal,TempleRaid,77,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,39902981000,359126829000,0,1.35,0,500,200,神殿波次 | 内容:TempleRaid | 等级:77 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:77 | Boss:1,1,0,0,,,,,,
50078,Normal,TempleRaid,78,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,40302011000,362718099000,0,1.35,0,500,200,神殿波次 | 内容:TempleRaid | 等级:78 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:78 | Boss:1,1,0,0,,,,,,
50079,Normal,TempleRaid,79,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,40705031000,366345279000,0,1.35,0,500,200,神殿波次 | 内容:TempleRaid | 等级:79 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:79 | Boss:1,1,0,0,,,,,,
50080,Normal,TempleRaid,80,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,41112081000,370008729000,0,1.35,0,500,200,神殿波次 | 内容:TempleRaid | 等级:80 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:80 | Boss:1,1,0,0,,,,,,
50081,Normal,TempleRaid,81,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,41523202000,373708818000,0,1.4,0,500,250,神殿波次 | 内容:TempleRaid | 等级:81 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:81 | Boss:1,1,0,0,,,,,,
50082,Normal,TempleRaid,82,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,41938434000,377445906000,0,1.4,0,500,250,神殿波次 | 内容:TempleRaid | 等级:82 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:82 | Boss:1,1,0,0,,,,,,
50083,Normal,TempleRaid,83,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,42357818000,381220362000,0,1.4,0,500,250,神殿波次 | 内容:TempleRaid | 等级:83 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:83 | Boss:1,1,0,0,,,,,,
50084,Normal,TempleRaid,84,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,42781396000,385032564000,0,1.4,0,500,250,神殿波次 | 内容:TempleRaid | 等级:84 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:84 | Boss:1,1,0,0,,,,,,
50085,Normal,TempleRaid,85,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,43209210000,388882890000,0,1.4,0,500,250,神殿波次 | 内容:TempleRaid | 等级:85 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:85 | Boss:1,1,0,0,,,,,,
50086,Normal,TempleRaid,86,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,43641302000,392771718000,0,1.4,0,500,250,神殿波次 | 内容:TempleRaid | 等级:86 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:86 | Boss:1,1,0,0,,,,,,
50087,Normal,TempleRaid,87,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,44077715000,396699435000,0,1.4,0,500,250,神殿波次 | 内容:TempleRaid | 等级:87 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:87 | Boss:1,1,0,0,,,,,,
50088,Normal,TempleRaid,88,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,44518492000,400666428000,0,1.4,0,500,250,神殿波次 | 内容:TempleRaid | 等级:88 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:88 | Boss:1,1,0,0,,,,,,
50089,Normal,TempleRaid,89,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,44963677000,404673093000,0,1.4,0,500,250,神殿波次 | 内容:TempleRaid | 等级:89 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:89 | Boss:1,1,0,0,,,,,,
50090,Normal,TempleRaid,90,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,45413314000,408719826000,0,1.4,0,500,250,神殿波次 | 内容:TempleRaid | 等级:90 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:90 | Boss:1,1,0,0,,,,,,
50091,Normal,TempleRaid,91,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,45867447000,412807023000,0,1.5,0,500,250,神殿波次 | 内容:TempleRaid | 等级:91 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:91 | Boss:1,1,0,0,,,,,,
50092,Normal,TempleRaid,92,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,46326121000,416935089000,0,1.5,0,500,250,神殿波次 | 内容:TempleRaid | 等级:92 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:92 | Boss:1,1,0,0,,,,,,
50093,Normal,TempleRaid,93,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,46789382000,421104438000,0,1.5,0,500,250,神殿波次 | 内容:TempleRaid | 等级:93 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:93 | Boss:1,1,0,0,,,,,,
50094,Normal,TempleRaid,94,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,47257276000,425315484000,0,1.5,0,500,250,神殿波次 | 内容:TempleRaid | 等级:94 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:94 | Boss:1,1,0,0,,,,,,
50095,Normal,TempleRaid,95,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,47729849000,429568641000,0,1.5,0,500,250,神殿波次 | 内容:TempleRaid | 等级:95 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:95 | Boss:1,1,0,0,,,,,,
50096,Normal,TempleRaid,96,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,48207147000,433864323000,0,1.5,0,500,250,神殿波次 | 内容:TempleRaid | 等级:96 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:96 | Boss:1,1,0,0,,,,,,
50097,Normal,TempleRaid,97,0,LineBoss,关卡Boss,Ground,地面,Boss_Thief,,,,48689218000,438202962000,0,1.5,0,500,250,神殿波次 | 内容:TempleRaid | 等级:97 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:97 | Boss:1,1,0,0,,,,,,
50098,Normal,TempleRaid,98,0,LineBoss,关卡Boss,Ground,地面,Boss_Warrior,,,,49176110000,442584990000,0,1.5,0,500,250,神殿波次 | 内容:TempleRaid | 等级:98 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:98 | Boss:1,1,0,0,,,,,,
50099,Normal,TempleRaid,99,0,LineBoss,关卡Boss,Ground,地面,Boss_Saint,,,,49667871000,447010839000,0,1.5,0,500,250,神殿波次 | 内容:TempleRaid | 等级:99 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:99 | Boss:1,1,0,0,,,,,,
50100,Normal,TempleRaid,100,0,LineBoss,关卡Boss,Ground,地面,Boss_HolyKnight,,,,50164550000,451480950000,0,1.5,0,500,250,神殿波次 | 内容:TempleRaid | 等级:100 | Boss:1,神殿波次 | 内容:TempleRaid | 等级:100 | Boss:1,1,0,0,,,,,,
51001,Hard,TempleRaid_Extreme,1,0,LineBoss,关卡Boss,Ground,地面,Boss_Hunter,,,,25500,4500,0,1.5,0,200,0,神殿波次 | 内容:TempleRaid_Extreme | 等级:1 | Boss:1,神殿波次 | 内容:TempleRaid_Extreme | 等级:1 | Boss:1,1,5|20,2,5,20,,,,
56101,Hard,TempleRaid_Extreme,1,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_01,小偷,Mission_Boss_Spawn01_Desc,Icon_Boss_Spawn01,51200,12800,0,1.5,0,80,0,,,0,0,0,,,,,,
51002,Hard,TempleRaid_Extreme,2,0,LineBoss,关卡Boss,Ground,地面,Boss_Bigman,,,,42500,7500,0,1.5,0,200,0,神殿波次 | 内容:TempleRaid_Extreme | 等级:2 | Boss:1,神殿波次 | 内容:TempleRaid_Extreme | 等级:2 | Boss:1,1,5|20,2,5,20,,,,
56102,Hard,TempleRaid_Extreme,2,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_02,奸商,Mission_Boss_Spawn02_Desc,Icon_Boss_Spawn02,1104000,276000,0,1.5,0,0,60,,,0,0,0,,,,,,
51003,Hard,TempleRaid_Extreme,3,0,LineBoss,关卡Boss,Ground,地面,Boss_Believer,,,,68000,12000,0,1.5,0,200,0,神殿波次 | 内容:TempleRaid_Extreme | 等级:3 | Boss:1,神殿波次 | 内容:TempleRaid_Extreme | 等级:3 | Boss:1,1,5|20,2,5,20,,,,
56103,Hard,TempleRaid_Extreme,3,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_03,海贼王,Mission_Boss_Spawn03_Desc,Icon_Boss_Spawn03,11100000,11100000,0,1.5,0,250,0,,,0,0,0,,,,,,
51004,Hard,TempleRaid_Extreme,4,0,LineBoss,关卡Boss,Ground,地面,Boss_TempleWarrior,,,,102000,18000,0,1.5,0,200,0,神殿波次 | 内容:TempleRaid_Extreme | 等级:4 | Boss:1,神殿波次 | 内容:TempleRaid_Extreme | 等级:4 | Boss:1,1,5|20,2,5,20,,,,
56104,Hard,TempleRaid_Extreme,4,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_04,騎士團長,Mission_Boss_Spawn04_Desc,Icon_Boss_Spawn04,66000000,66000000,0,1.5,0,0,190,,,0,0,0,,,,,,
51005,Hard,TempleRaid_Extreme,5,0,LineBoss,关卡Boss,Ground,地面,Boss_Hunter,,,,153000,27000,0,1.5,0,200,0,神殿波次 | 内容:TempleRaid_Extreme | 等级:5 | Boss:1,神殿波次 | 内容:TempleRaid_Extreme | 等级:5 | Boss:1,1,5|20,2,5,20,,,,
56105,Hard,TempleRaid_Extreme,5,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_05,龍騎士,Mission_Boss_Spawn05_Desc,Icon_Boss_Spawn05,120000000,480000000,0,1.5,0,520,0,,,0,0,0,,,,,,
51006,Hard,TempleRaid_Extreme,6,0,LineBoss,关卡Boss,Ground,地面,Boss_Bigman,,,,229500,40500,0,1.5,0,200,0,神殿波次 | 内容:TempleRaid_Extreme | 等级:6 | Boss:1,神殿波次 | 内容:TempleRaid_Extreme | 等级:6 | Boss:1,1,5|20,2,5,20,,,,
56106,Hard,TempleRaid_Extreme,6,0,QuestBoss,通缉Boss,Ground,地面,Boss_Wanted_06,大魔法師,Mission_Boss_Spawn06_Desc,Icon_Boss_Spawn06,486000000,1944000000,0,1.5,0,0,400,,,0,0,0,,,,,,
51007,Hard,TempleRaid_Extreme,7,0,LineBoss,关卡Boss,Ground,地面,Boss_Believer,,,,348500,61500,0,1.5,0,200,0,神殿波次 | 内容:TempleRaid_Extreme | 等级:7 | Boss:1,神殿波次 | 内容:TempleRaid_Extreme | 等级:7 | Boss:1,1,5|20,2,5,20,,,,
51008,Hard,TempleRaid_Extreme,8,0,LineBoss,关卡Boss,Ground,地面,Boss_TempleWarrior,,,,527000,93000,0,1.5,0,200,0,神殿波次 | 内容:TempleRaid_Extreme | 等级:8 | Boss:1,神殿波次 | 内容:TempleRaid_Extreme | 等级:8 | Boss:1,1,5|20,2,5,20,,,,
51009,Hard,TempleRaid_Extreme,9,0,LineBoss,关卡Boss,Ground,地面,Boss_Hunter,,,,790500,139500,0,1.5,0,200,0,神殿波次 | 内容:TempleRaid_Extreme | 等级:9 | Boss:1,神殿波次 | 内容:TempleRaid_Extreme | 等级:9 | Boss:1,1,5|20,2,5,20,,,,
51010,Hard,TempleRaid_Extreme,10,0,LineBoss,关卡Boss,Ground,地面,Boss_Bigman,,,,1190000,210000,0,1.5,0,200,0,神殿波次 | 内容:TempleRaid_Extreme | 等级:10 | Boss:1,神殿波次 | 内容:TempleRaid_Extreme | 等级:10 | Boss:1,1,5|20,2,5,20,,,,
