enemy_id,模式,内容,等级,目标层,类型,类型中文,移动类型,移动类型中文,怪物标识,图标标识,HP,护盾,防御,移速,缩放值,掉落金币,掉落魔力石,首次定位,定位样本,定位数量,自定义参数_原始,自定义参数数量
60101,Normal,BeachBreakout,1,1,Monster,普通敌人,Ground,地面,Enemy_Archer_BeachBreakout,,26,0,0,1,0,0,0,海滩波次 | 层:1 | 波次:1 | 小怪:30 | 时长:10.9s,海滩波次 | 层:1 | 波次:1 | 小怪:30 | 时长:10.9s,1,0,0
14995,Normal,HumanTower,45,100,Monster,普通敌人,Ground,地面,Enemy_Thief,,172124460,975371940,200,1.5,0,0,0,人塔波次 | 层:100 | 波次:45 | 小怪:40 | 时长:15s,人塔波次 | 层:100 | 波次:45 | 小怪:40 | 时长:15s,1,0,0
14996,Normal,HumanTower,46,100,Monster,普通敌人,Ground,地面,Enemy_Wizard,,223761825,1267983675,200,1.5,0,0,0,人塔波次 | 层:100 | 波次:46 | 小怪:40 | 时长:15s,人塔波次 | 层:100 | 波次:46 | 小怪:40 | 时长:15s,1,0,0
14997,Normal,HumanTower,47,100,Monster,普通敌人,Ground,地面,Enemy_Archer,,290890320,1648378480,200,1.5,0,0,0,人塔波次 | 层:100 | 波次:47 | 小怪:40 | 时长:15s,人塔波次 | 层:100 | 波次:47 | 小怪:40 | 时长:15s,1,0,0
14998,Normal,HumanTower,48,100,Monster,普通敌人,Ground,地面,Enemy_Thief,,378157440,2142892160,200,1.5,0,0,0,人塔波次 | 层:100 | 波次:48 | 小怪:40 | 时长:15s,人塔波次 | 层:100 | 波次:48 | 小怪:40 | 时长:15s,1,0,0
14999,Normal,HumanTower,49,100,Monster,普通敌人,Ground,地面,Enemy_Viking,,491604675,2785759825,200,1.5,0,0,0,人塔波次 | 层:100 | 波次:49 | 小怪:40 | 时长:15s,人塔波次 | 层:100 | 波次:49 | 小怪:40 | 时长:15s,1,0,0
1601,Abyss,Multi,1,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,15,1485,50,1.4,0,0,0,,,0,0,0
1602,Abyss,Multi,2,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,27,2673,50,1.4,0,0,0,,,0,0,0
1603,Abyss,Multi,3,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,49,4851,50,1.4,0,0,0,,,0,0,0
1604,Abyss,Multi,4,0,Monster,普通敌人,Ground,地面,Enemy_Warrior_Abyss,,78,7722,50,1.4,0,0,0,,,0,0,0
1605,Abyss,Multi,5,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,125,12375,50,1.4,0,0,0,,,0,0,0
1606,Abyss,Multi,6,0,Monster,普通敌人,Ground,地面,Enemy_Wizard_Abyss,,200,19800,50,1.4,0,0,0,,,0,0,0
1607,Abyss,Multi,7,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,280,27720,50,1.4,0,0,0,,,0,0,0
1608,Abyss,Multi,8,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,392,38808,50,1.4,0,0,0,,,0,0,0
1609,Abyss,Multi,9,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,470,46530,50,1.4,0,0,0,,,0,0,0
1611,Abyss,Multi,11,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_Abyss,,1410,139590,200,1.5,0,0,0,,,0,0,0
1612,Abyss,Multi,12,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,19740,195420,200,1.5,0,0,0,,,0,0,0
1613,Abyss,Multi,13,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,27640,273630,200,1.5,0,0,0,,,0,0,0
1614,Abyss,Multi,14,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,38700,383130,200,1.5,0,0,0,,,0,0,0
1615,Abyss,Multi,15,0,Monster,普通敌人,Ground,地面,Enemy_Warrior_Abyss,,50310,498060,200,1.5,0,0,0,,,0,0,0
1616,Abyss,Multi,16,0,Monster,普通敌人,Ground,地面,Enemy_Wizard_Abyss,,65400,647460,200,1.5,0,0,0,,,0,0,0
1617,Abyss,Multi,17,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,81750,809320,200,1.5,0,0,0,,,0,0,0
1618,Abyss,Multi,18,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,98100,971190,200,1.5,0,0,0,,,0,0,0
1619,Abyss,Multi,19,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,117720,1165420,200,1.5,0,0,0,,,0,0,0
1621,Abyss,Multi,21,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_Abyss,,35316,3496284,350,1.6,0,0,0,,,0,0,0
1622,Abyss,Multi,22,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,49442,4894758,350,1.6,0,0,0,,,0,0,0
1623,Abyss,Multi,23,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,69219,6852681,350,1.6,0,0,0,,,0,0,0
1624,Abyss,Multi,24,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,96907,9593793,350,1.6,0,0,0,,,0,0,0
1625,Abyss,Multi,25,0,Monster,普通敌人,Ground,地面,Enemy_Warrior_Abyss,,135670,13431330,350,1.6,0,0,0,,,0,0,0
1626,Abyss,Multi,26,0,Monster,普通敌人,Ground,地面,Enemy_Wizard_Abyss,,176371,17460729,350,1.6,0,0,0,,,0,0,0
1627,Abyss,Multi,27,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,229282,22698918,350,1.6,0,0,0,,,0,0,0
1628,Abyss,Multi,28,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,298067,29508633,350,1.6,0,0,0,,,0,0,0
1629,Abyss,Multi,29,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,387487,38361213,350,1.6,0,0,0,,,0,0,0
1631,Abyss,Multi,31,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_Abyss,,968718,95903082,500,1.7,0,0,0,,,0,0,0
1632,Abyss,Multi,32,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,1356205,134264295,500,1.7,0,0,0,,,0,0,0
1633,Abyss,Multi,33,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,1898687,187970013,500,1.7,0,0,0,,,0,0,0
1634,Abyss,Multi,34,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,2658162,263158038,500,1.7,0,0,0,,,0,0,0
1635,Abyss,Multi,35,0,Monster,普通敌人,Ground,地面,Enemy_Warrior_Abyss,,3455611,342105489,500,1.7,0,0,0,,,0,0,0
1636,Abyss,Multi,36,0,Monster,普通敌人,Ground,地面,Enemy_Wizard_Abyss,,4492294,444737106,500,1.7,0,0,0,,,0,0,0
1637,Abyss,Multi,37,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,5839982,578158218,500,1.7,0,0,0,,,0,0,0
1638,Abyss,Multi,38,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,7591977,751605723,500,1.7,0,0,0,,,0,0,0
1639,Abyss,Multi,39,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,9869570,977087430,500,1.7,0,0,0,,,0,0,0
1641,Abyss,Multi,41,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_Abyss,,17765,1758757,500,1.8,1000,0,0,,,0,0,0
1642,Abyss,Multi,42,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,23094,2286384,500,1.8,1000,0,0,,,0,0,0
1643,Abyss,Multi,43,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,30023,2972299,500,1.8,1000,0,0,,,0,0,0
1644,Abyss,Multi,44,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,39030,3863989,500,1.8,1000,0,0,,,0,0,0
1645,Abyss,Multi,45,0,Monster,普通敌人,Ground,地面,Enemy_Warrior_Abyss,,50739,5023187,500,1.8,1000,0,0,,,0,0,0
1646,Abyss,Multi,46,0,Monster,普通敌人,Ground,地面,Enemy_Wizard_Abyss,,60887,6027824,500,1.8,1000,0,0,,,0,0,0
1647,Abyss,Multi,47,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,73064,7233389,500,1.8,1000,0,0,,,0,0,0
1648,Abyss,Multi,48,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,87677,8680067,500,1.8,1000,0,0,,,0,0,0
1649,Abyss,Multi,49,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,105212,10416080,500,1.8,1000,0,0,,,0,0,0
1651,Abyss,Multi,51,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_Abyss,,157819,15624120,750,1.9,1000,0,0,,,0,0,0
1652,Abyss,Multi,52,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,189383,18748945,750,1.9,1000,0,0,,,0,0,0
1653,Abyss,Multi,53,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,227259,22498734,750,1.9,1000,0,0,,,0,0,0
1654,Abyss,Multi,54,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,272711,26998481,750,1.9,1000,0,0,,,0,0,0
1655,Abyss,Multi,55,0,Monster,普通敌人,Ground,地面,Enemy_Warrior_Abyss,,327254,32398177,750,1.9,1000,0,0,,,0,0,0
1656,Abyss,Multi,56,0,Monster,普通敌人,Ground,地面,Enemy_Wizard_Abyss,,392705,38877812,750,1.9,1000,0,0,,,0,0,0
1657,Abyss,Multi,57,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,471246,46653375,750,1.9,1000,0,0,,,0,0,0
1658,Abyss,Multi,58,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,565495,55984050,750,1.9,1000,0,0,,,0,0,0
1659,Abyss,Multi,59,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,678594,67180860,750,1.9,1000,0,0,,,0,0,0
1661,Abyss,Multi,61,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_Abyss,,1017891,100771290,750,2,1000,0,0,,,0,0,0
1662,Abyss,Multi,62,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,1119681,110848419,750,2,1000,0,0,,,0,0,0
1663,Abyss,Multi,63,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,1231649,121933261,750,2,1000,0,0,,,0,0,0
1664,Abyss,Multi,64,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,1354814,134126587,750,2,1000,0,0,,,0,0,0
1665,Abyss,Multi,65,0,Monster,普通敌人,Ground,地面,Enemy_Warrior_Abyss,,1490295,147539246,750,2,1000,0,0,,,0,0,0
1666,Abyss,Multi,66,0,Monster,普通敌人,Ground,地面,Enemy_Wizard_Abyss,,1639324,162293171,750,2,1000,0,0,,,0,0,0
1667,Abyss,Multi,67,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,1803257,178522488,750,2,1000,0,0,,,0,0,0
1668,Abyss,Multi,68,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,1983583,196374737,750,2,1000,0,0,,,0,0,0
1669,Abyss,Multi,69,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,2181941,216012211,750,2,1000,0,0,,,0,0,0
1671,Abyss,Multi,71,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_Abyss,,3272912,324018316,1000,2.1,1000,0,0,,,0,0,0
1672,Abyss,Multi,72,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,3600203,356420148,1000,2.1,1000,0,0,,,0,0,0
1673,Abyss,Multi,73,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,3960223,392062163,1000,2.1,1000,0,0,,,0,0,0
1674,Abyss,Multi,74,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,4356246,431268379,1000,2.1,1000,0,0,,,0,0,0
1675,Abyss,Multi,75,0,Monster,普通敌人,Ground,地面,Enemy_Warrior_Abyss,,4791870,474395217,1000,2.1,1000,0,0,,,0,0,0
1676,Abyss,Multi,76,0,Monster,普通敌人,Ground,地面,Enemy_Wizard_Abyss,,5271057,521834739,1000,2.1,1000,0,0,,,0,0,0
1677,Abyss,Multi,77,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,5798163,574018213,1000,2.1,1000,0,0,,,0,0,0
1678,Abyss,Multi,78,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,6377980,631420034,1000,2.1,1000,0,0,,,0,0,0
1679,Abyss,Multi,79,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,7015778,694562038,1000,2.1,1000,0,0,,,0,0,0
1681,Abyss,Multi,81,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_Abyss,,912051,90293064,1000,2.2,10000,0,0,,,0,0,0
1682,Abyss,Multi,82,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,1003256,99322371,1000,2.2,10000,0,0,,,0,0,0
1683,Abyss,Multi,83,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,1103582,109254609,1000,2.2,10000,0,0,,,0,0,0
1684,Abyss,Multi,84,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,1213940,120180069,1000,2.2,10000,0,0,,,0,0,0
1685,Abyss,Multi,85,0,Monster,普通敌人,Ground,地面,Enemy_Warrior_Abyss,,1335334,132198076,1000,2.2,10000,0,0,,,0,0,0
1686,Abyss,Multi,86,0,Monster,普通敌人,Ground,地面,Enemy_Wizard_Abyss,,1468868,145417884,1000,2.2,10000,0,0,,,0,0,0
1687,Abyss,Multi,87,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,1615754,159959672,1000,2.2,10000,0,0,,,0,0,0
1688,Abyss,Multi,88,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,1777330,175955640,1000,2.2,10000,0,0,,,0,0,0
1689,Abyss,Multi,89,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,1955063,193551204,1000,2.2,10000,0,0,,,0,0,0
1691,Abyss,Multi,91,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner_Abyss,,2541581,251616565,3000,2.3,10000,0,0,,,0,0,0
1692,Abyss,Multi,92,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,2795740,276778221,3000,2.3,10000,0,0,,,0,0,0
1693,Abyss,Multi,93,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,3075314,304456043,3000,2.3,10000,0,0,,,0,0,0
1694,Abyss,Multi,94,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,3382845,334901648,3000,2.3,10000,0,0,,,0,0,0
1695,Abyss,Multi,95,0,Monster,普通敌人,Ground,地面,Enemy_Warrior_Abyss,,3721129,368391812,3000,2.3,10000,0,0,,,0,0,0
1696,Abyss,Multi,96,0,Monster,普通敌人,Ground,地面,Enemy_Wizard_Abyss,,4093242,405230994,3000,2.3,10000,0,0,,,0,0,0
1697,Abyss,Multi,97,0,Monster,普通敌人,Ground,地面,Enemy_Archer_Abyss,,4502567,445754093,3000,2.3,10000,0,0,,,0,0,0
1698,Abyss,Multi,98,0,Monster,普通敌人,Ground,地面,Enemy_Thief_Abyss,,4952823,490329502,3000,2.3,10000,0,0,,,0,0,0
1699,Abyss,Multi,99,0,Monster,普通敌人,Ground,地面,Enemy_Viking_Abyss,,5448106,539362453,3000,2.3,10000,0,0,,,0,0,0
1201,Hard,Multi,1,0,Monster,普通敌人,Ground,地面,Enemy_Archer,,126,14,0,1,0,0,0,主线波次 | 模式:Hard | 波次:1 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:1 | 小怪:30 | 时长:10.9s,1,0,0
1202,Hard,Multi,2,0,Monster,普通敌人,Ground,地面,Enemy_Thief,,189,21,0,1,0,0,0,主线波次 | 模式:Hard | 波次:2 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:2 | 小怪:30 | 时长:10.9s,1,0,0
1203,Hard,Multi,3,0,Monster,普通敌人,Ground,地面,Enemy_Viking,,284,31,0,1,0,0,0,主线波次 | 模式:Hard | 波次:3 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:3 | 小怪:30 | 时长:10.9s,1,0,0
1204,Hard,Multi,4,0,Monster,普通敌人,Ground,地面,Enemy_Warrior,,425,48,0,1,0,0,0,主线波次 | 模式:Hard | 波次:4 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:4 | 小怪:30 | 时长:10.9s,1,0,0
1205,Hard,Multi,5,0,Monster,普通敌人,Ground,地面,Enemy_Thief,,638,71,0,1.05,0,0,0,主线波次 | 模式:Hard | 波次:5 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:5 | 小怪:30 | 时长:10.9s,1,0,0
1206,Hard,Multi,6,0,Monster,普通敌人,Ground,地面,Enemy_Wizard,,957,106,0,1.05,0,0,0,主线波次 | 模式:Hard | 波次:6 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:6 | 小怪:30 | 时长:10.9s,1,0,0
1207,Hard,Multi,7,0,Monster,普通敌人,Ground,地面,Enemy_Archer,,1435,160,0,1.05,0,0,0,主线波次 | 模式:Hard | 波次:7 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:7 | 小怪:30 | 时长:10.9s,1,0,0
1208,Hard,Multi,8,0,Monster,普通敌人,Ground,地面,Enemy_Thief,,2153,239,0,1.05,0,0,0,主线波次 | 模式:Hard | 波次:8 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:8 | 小怪:30 | 时长:10.9s,1,0,0
1209,Hard,Multi,9,0,Monster,普通敌人,Ground,地面,Enemy_Viking,,3229,359,0,1.05,0,0,0,主线波次 | 模式:Hard | 波次:9 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:9 | 小怪:30 | 时长:10.9s,1,0,0
1211,Hard,Multi,11,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner,,4880,1220,0,1.1,0,0,0,主线波次 | 模式:Hard | 波次:11 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:11 | 小怪:30 | 时长:10.9s,1,0,0
1212,Hard,Multi,12,0,Monster,普通敌人,Ground,地面,Enemy_Archer,,5856,1464,0,1.1,0,0,0,主线波次 | 模式:Hard | 波次:12 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:12 | 小怪:30 | 时长:10.9s,1,0,0
1213,Hard,Multi,13,0,Monster,普通敌人,Ground,地面,Enemy_Thief,,7027,1757,0,1.1,0,0,0,主线波次 | 模式:Hard | 波次:13 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:13 | 小怪:30 | 时长:10.9s,1,0,0
1214,Hard,Multi,14,0,Monster,普通敌人,Ground,地面,Enemy_Viking,,8432,2108,0,1.1,0,0,0,主线波次 | 模式:Hard | 波次:14 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:14 | 小怪:30 | 时长:10.9s,1,0,0
1215,Hard,Multi,15,0,Monster,普通敌人,Ground,地面,Enemy_Warrior,,10119,2529,0,1.15,0,0,0,主线波次 | 模式:Hard | 波次:15 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:15 | 小怪:30 | 时长:10.9s,1,0,0
1216,Hard,Multi,16,0,Monster,普通敌人,Ground,地面,Enemy_Wizard,,11131,2782,0,1.15,0,0,0,主线波次 | 模式:Hard | 波次:16 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:16 | 小怪:30 | 时长:10.9s,1,0,0
1217,Hard,Multi,17,0,Monster,普通敌人,Ground,地面,Enemy_Archer,,12244,3060,0,1.15,0,0,0,主线波次 | 模式:Hard | 波次:17 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:17 | 小怪:30 | 时长:10.9s,1,0,0
1218,Hard,Multi,18,0,Monster,普通敌人,Ground,地面,Enemy_Thief,,13468,3367,0,1.15,0,0,0,主线波次 | 模式:Hard | 波次:18 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:18 | 小怪:30 | 时长:10.9s,1,0,0
1219,Hard,Multi,19,0,Monster,普通敌人,Ground,地面,Enemy_Viking,,14815,3703,0,1.15,0,0,0,主线波次 | 模式:Hard | 波次:19 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:19 | 小怪:30 | 时长:10.9s,1,0,0
1221,Hard,Multi,21,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner,,20463,11018,0,1.19,0,0,0,主线波次 | 模式:Hard | 波次:21 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:21 | 小怪:30 | 时长:10.9s,1,0,0
1222,Hard,Multi,22,0,Monster,普通敌人,Ground,地面,Enemy_Archer,,24555,13222,0,1.19,0,0,0,主线波次 | 模式:Hard | 波次:22 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:22 | 小怪:30 | 时长:10.9s,1,0,0
1223,Hard,Multi,23,0,Monster,普通敌人,Ground,地面,Enemy_Thief,,29466,15867,0,1.19,0,0,0,主线波次 | 模式:Hard | 波次:23 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:23 | 小怪:30 | 时长:10.9s,1,0,0
1224,Hard,Multi,24,0,Monster,普通敌人,Ground,地面,Enemy_Viking,,35360,19040,0,1.19,0,0,0,主线波次 | 模式:Hard | 波次:24 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:24 | 小怪:30 | 时长:10.9s,1,0,0
1225,Hard,Multi,25,0,Monster,普通敌人,Ground,地面,Enemy_Warrior,,42432,22847,0,1.24,0,0,0,主线波次 | 模式:Hard | 波次:25 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:25 | 小怪:30 | 时长:10.9s,1,0,0
1226,Hard,Multi,26,0,Monster,普通敌人,Ground,地面,Enemy_Wizard,,54835,23500,0,1.24,0,0,0,主线波次 | 模式:Hard | 波次:26 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:26 | 小怪:30 | 时长:10.9s,1,0,0
1227,Hard,Multi,27,0,Monster,普通敌人,Ground,地面,Enemy_Archer,,65802,28200,0,1.24,0,0,0,主线波次 | 模式:Hard | 波次:27 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:27 | 小怪:30 | 时长:10.9s,1,0,0
1228,Hard,Multi,28,0,Monster,普通敌人,Ground,地面,Enemy_Thief,,78962,33841,0,1.24,0,0,0,主线波次 | 模式:Hard | 波次:28 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:28 | 小怪:30 | 时长:10.9s,1,0,0
1229,Hard,Multi,29,0,Monster,普通敌人,Ground,地面,Enemy_Viking,,94754,40610,0,1.24,0,0,0,主线波次 | 模式:Hard | 波次:29 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:29 | 小怪:30 | 时长:10.9s,1,0,0
1231,Hard,Multi,31,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner,,129949,86633,0,1.33,0,0,0,主线波次 | 模式:Hard | 波次:31 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:31 | 小怪:30 | 时长:10.9s,1,0,0
1232,Hard,Multi,32,0,Monster,普通敌人,Ground,地面,Enemy_Archer,,142944,95296,0,1.33,0,0,0,主线波次 | 模式:Hard | 波次:32 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:32 | 小怪:30 | 时长:10.9s,1,0,0
1233,Hard,Multi,33,0,Monster,普通敌人,Ground,地面,Enemy_Thief,,157238,104826,0,1.33,0,0,0,主线波次 | 模式:Hard | 波次:33 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:33 | 小怪:30 | 时长:10.9s,1,0,0
1234,Hard,Multi,34,0,Monster,普通敌人,Ground,地面,Enemy_Viking,,172962,115308,0,1.33,0,0,0,主线波次 | 模式:Hard | 波次:34 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:34 | 小怪:30 | 时长:10.9s,1,0,0
1235,Hard,Multi,35,0,Monster,普通敌人,Ground,地面,Enemy_Warrior,,190258,126839,0,1.38,0,0,0,主线波次 | 模式:Hard | 波次:35 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:35 | 小怪:30 | 时长:10.9s,1,0,0
1236,Hard,Multi,36,0,Monster,普通敌人,Ground,地面,Enemy_Wizard,,209284,139523,0,1.38,0,0,0,主线波次 | 模式:Hard | 波次:36 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:36 | 小怪:30 | 时长:10.9s,1,0,0
1237,Hard,Multi,37,0,Monster,普通敌人,Ground,地面,Enemy_Archer,,230213,153475,0,1.38,0,0,0,主线波次 | 模式:Hard | 波次:37 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:37 | 小怪:30 | 时长:10.9s,1,0,0
1238,Hard,Multi,38,0,Monster,普通敌人,Ground,地面,Enemy_Thief,,253234,168822,0,1.38,0,0,0,主线波次 | 模式:Hard | 波次:38 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:38 | 小怪:30 | 时长:10.9s,1,0,0
1239,Hard,Multi,39,0,Monster,普通敌人,Ground,地面,Enemy_Viking,,278557,185705,0,1.38,0,0,0,主线波次 | 模式:Hard | 波次:39 | 小怪:30 | 时长:10.9s,主线波次 | 模式:Hard | 波次:39 | 小怪:30 | 时长:10.9s,1,0,0
1241,Hard,Multi,41,0,Monster,普通敌人,Ground,地面,Enemy_BonusGoldMiner,,557114,371410,0,1.52,0,0,0,主线波次 | 模式:Hard | 波次:41 | 小怪:30 | 时长:12.9s,主线波次 | 模式:Hard | 波次:41 | 小怪:30 | 时长:12.9s,1,0,0
1242,Hard,Multi,42,0,Monster,普通敌人,Ground,地面,Enemy_Archer,,612826,408550,0,1.52,0,0,0,主线波次 | 模式:Hard | 波次:42 | 小怪:30 | 时长:12.9s,主线波次 | 模式:Hard | 波次:42 | 小怪:30 | 时长:12.9s,1,0,0
1243,Hard,Multi,43,0,Monster,普通敌人,Ground,地面,Enemy_Thief,,674108,449406,0,1.52,0,0,0,主线波次 | 模式:Hard | 波次:43 | 小怪:30 | 时长:12.9s,主线波次 | 模式:Hard | 波次:43 | 小怪:30 | 时长:12.9s,1,0,0
1244,Hard,Multi,44,0,Monster,普通敌人,Ground,地面,Enemy_Viking,,741519,494346,0,1.52,0,0,0,主线波次 | 模式:Hard | 波次:44 | 小怪:30 | 时长:12.9s,主线波次 | 模式:Hard | 波次:44 | 小怪:30 | 时长:12.9s,1,0,0
1245,Hard,Multi,45,0,Monster,普通敌人,Ground,地面,Enemy_Warrior,,815671,543781,0,1.57,0,0,0,主线波次 | 模式:Hard | 波次:45 | 小怪:30 | 时长:12.9s,主线波次 | 模式:Hard | 波次:45 | 小怪:30 | 时长:12.9s,1,0,0
1246,Hard,Multi,46,0,Monster,普通敌人,Ground,地面,Enemy_Wizard,,897238,598159,0,1.57,0,0,0,主线波次 | 模式:Hard | 波次:46 | 小怪:30 | 时长:12.9s,主线波次 | 模式:Hard | 波次:46 | 小怪:30 | 时长:12.9s,1,0,0
1247,Hard,Multi,47,0,Monster,普通敌人,Ground,地面,Enemy_Archer,,986962,657975,0,1.57,0,0,0,主线波次 | 模式:Hard | 波次:47 | 小怪:30 | 时长:12.9s,主线波次 | 模式:Hard | 波次:47 | 小怪:30 | 时长:12.9s,1,0,0
